ezuela,10.45N,66.27W
1820-11-01,4.83,1.229,Cardiff,United Kingdom,52.24N,2.63W
1820-12-01,3.949,1.499,Cardiff,United Kingdom,52.24N,2.63W
1821-01-01,3.47,3.747,Cardiff,United Kingdom,52.24N,2.63W
1821-02-01,2.496,5.1,Cardiff,United Kingdom,52.24N,2.63W
1821-03-01,5.672999999999999,2.1069999999999998,Cardiff,United Kingdom,52.24N,2.63W
1821-04-01,9.338,2.549,Cardiff,United Kingdom,52.24N,2.63W
1821-05-01,9.717,1.92,Cardiff,United Kingdom,52.24N,2.63W
1821-06-01,12.495999999999999,3.3739999999999997,Cardiff,United Kingdom,52.24N,2.63W
1821-07-01,14.763,1.328,Cardiff,United Kingdom,52.24N,2.63W
1821-08-01,15.629,1.8030000000000002,Cardiff,United Kingdom,52.24N,2.63W
1821-09-01,14.155999999999999,1.6569999999999998,Cardiff,United Kingdom,52.24N,2.63W
1821-10-01,9.529,0.88,Cardiff,United Kingdom,52.24N,2.63W
1821-11-01,7.819000000000001,2.929,Cardiff,United Kingdom,52.24N,2.63W
1821-12-01,5.9750000000000005,1.5490000000000002,Cardiff,United Kingdom,52.24N,2.63W
1822-01-01,4.2330000000000005,3.214,Cardiff,United Kingdom,52.24N,2.63W
1822-02-01,5.901,2.299,Cardiff,United Kingdom,52.24N,2.63W
1822-03-01,7.909000000000002,1.77,Cardiff,United Kingdom,52.24N,2.63W
1822-04-01,8.126,1.48,Cardiff,United Kingdom,52.24N,2.63W
1822-05-01,12.665,1.776,Cardiff,United Kingdom,52.24N,2.63W
1822-06-01,16.774,1.621,Cardiff,United Kingdom,52.24N,2.63W
1822-07-01,15.955,1.3530000000000002,Cardiff,United Kingdom,52.24N,2.63W
1822-08-01,15.19,2.7739999999999996,Cardiff,United Kingdom,52.24N,2.63W
1822-09-01,12.087000000000002,2.1590000000000003,Cardiff,United Kingdom,52.24N,2.63W
1822-10-01,9.901,1.044,Cardiff,United Kingdom,52.24N,2.63W
1822-11-01,7.65,1.81,Cardiff,United Kingdom,52.24N,2.63W
1822-12-01,1.2760000000000002,2.87,Cardiff,United Kingdom,52.24N,2.63W
1823-01-01,-0.04400000000000004,1.825,Cardiff,United Kingdom,52.24N,2.63W
1823-02-01,3.13,2.553,Cardiff,United Kingdom,52.24N,2.63W
1823-03-01,5.041,2.381,Cardiff,United Kingdom,52.24N,2.63W
1823-04-01,6.42,2.9210000000000003,Cardiff,United Kingdom,52.24N,2.63W
1823-05-01,12.325,1.724,Cardiff,United Kingdom,52.24N,2.63W
1823-06-01,12.659,2.745,Cardiff,United Kingdom,52.24N,2.63W
1823-07-01,14.380999999999998,1.781,Cardiff,United Kingdom,52.24N,2.63W
1823-08-01,15.171,3.147,Cardiff,United Kingdom,52.24N,2.63W
1823-09-01,12.452,1.7409999999999999,Cardiff,United Kingdom,52.24N,2.63W
1823-10-01,7.998999999999999,1.933,Cardiff,United Kingdom,52.24N,2.63W
1823-11-01,6.502000000000002,3.562,Cardiff,United Kingdom,52.24N,2.63W
1823-12-01,4.633,1.15,Cardiff,United Kingdom,52.24N,2.63W
1824-01-01,3.763,1.595,Cardiff,United Kingdom,52.24N,2.63W
1824-02-01,4.371,3.1310000000000002,Cardiff,United Kingdom,52.24N,2.63W
1824-03-01,4.7170000000000005,1.99,Cardiff,United Kingdom,52.24N,2.63W
1824-04-01,7.19,2.612,Cardiff,United Kingdom,52.24N,2.63W
1824-05-01,10.525,1.925,Cardiff,United Kingdom,52.24N,2.63W
1824-06-01,13.795,3.174,Cardiff,United Kingdom,52.24N,2.63W
1824-07-01,16.308,4.724,Cardiff,United Kingdom,52.24N,2.63W
1824-08-01,15.433,2.7439999999999998,Cardiff,United Kingdom,52.24N,2.63W
1824-09-01,13.479,2.314,Cardiff,United Kingdom,52.24N,2.63W
1824-10-01,8.601999999999999,1.6740000000000002,Cardiff,United Kingdom,52.24N,2.63W
1824-11-01,6.761,2.076,Cardiff,United Kingdom,52.24N,2.63W
1824-12-01,5.021,3.667,Cardiff,United Kingdom,52.24N,2.63W
1825-01-01,3.694,2.906,Cardiff,United Kingdom,52.24N,2.63W
1825-02-01,3.725,1.751,Cardiff,United Kingdom,52.24N,2.63W
1825-03-01,4.6560000000000015,3.023,Cardiff,United Kingdom,52.24N,2.63W
1825-04-01,8.542,3.062,Cardiff,United Kingdom,52.24N,2.63W
1825-05-01,11.398,0.743,Cardiff,United Kingdom,52.24N,2.63W
1825-06-01,14.207,1.093,Cardiff,United Kingdom,52.24N,2.63W
1825-07-01,17.339000000000002,2.947,Cardiff,United Kingdom,52.24N,2.63W
1825-08-01,16.349,3.178,Cardiff,United Kingdom,52.24N,2.63W
1825-09-01,14.630999999999998,2.18,Cardiff,United Kingdom,52.24N,2.63W
1825-10-01,9.877,2.012,Cardiff,United Kingdom,52.24N,2.63W
1825-11-01,4.958,2.926,Cardiff,United Kingdom,52.24N,2.63W
1825-12-01,4.585,0.937,Cardiff,United Kingdom,52.24N,2.63W
1826-01-01,0.12300000000000022,1.605,Cardiff,United Kingdom,52.24N,2.63W
1826-02-01,5.6720000000000015,1.9609999999999999,Cardiff,United Kingdom,52.24N,2.63W
1826-03-01,5.7940000000000005,2.0469999999999997,Cardiff,United Kingdom,52.24N,2.63W
1826-04-01,8.089,4.666,Cardiff,United Kingdom,52.24N,2.63W
1826-05-01,11.132,2.242,Cardiff,United Kingdom,52.24N,2.63W
1826-06-01,15.798,4.527,Cardiff,United Kingdom,52.24N,2.63W
1826-07-01,17.668,1.788,Cardiff,United Kingdom,52.24N,2.63W
1826-08-01,17.296,2.093,Cardiff,United Kingdom,52.24N,2.63W
1826-09-01,13.498,2.758,Cardiff,United Kingdom,52.24N,2.63W
1826-10-01,10.482000000000001,2.8710000000000004,Cardiff,United Kingdom,52.24N,2.63W
1826-11-01,4.649000000000001,1.317,Cardiff,United Kingdom,52.24N,2.63W
1826-12-01,5.3870000000000005,2.699,Cardiff,United Kingdom,52.24N,2.63W
1827-01-01,1.47,3.4810000000000003,Cardiff,United Kingdom,52.24N,2.63W
1827-02-01,0.6970000000000001,0.7959999999999999,Cardiff,United Kingdom,52.24N,2.63W
1827-03-01,5.86,2.326,Cardiff,United Kingdom,52.24N,2.63W
1827-04-01,8.468,4.167,Cardiff,United Kingdom,52.24N,2.63W
1827-05-01,11.71,3.1069999999999998,Cardiff,United Kingdom,52.24N,2.63W
1827-06-01,14.142999999999999,2.59,Cardiff,United Kingdom,52.24N,2.63W
1827-07-01,16.779,1.7919999999999998,Cardiff,United Kingdom,52.24N,2.63W
1827-08-01,14.545,2.145,Cardiff,United Kingdom,52.24N,2.63W
1827-09-01,12.924,1.078,Cardiff,United Kingdom,52.24N,2.63W
1827-10-01,10.053,0.998,Cardiff,United Kingdom,52.24N,2.63W
1827-11-01,5.586,1.234,Cardiff,United Kingdom,52.24N,2.63W
1827-12-01,5.791,4.426,Cardiff,United Kingdom,52.24N,2.63W
1828-01-01,4.126,3.397,Cardiff,United Kingdom,52.24N,2.63W
1828-02-01,4.462,3.14,Cardiff,United Kingdom,52.24N,2.63W
1828-03-01,6.0760000000000005,2.9419999999999997,Cardiff,United Kingdom,52.24N,2.63W
1828-04-01,7.806,3.056,Cardiff,United Kingdom,52.24N,2.63W
1828-05-01,11.753,3.5460000000000003,Cardiff,United Kingdom,52.24N,2.63W
1828-06-01,14.915,2.5660000000000003,Cardiff,United Kingdom,52.24N,2.63W
1828-07-01,15.872,1.7180000000000002,Cardiff,United Kingdom,52.24N,2.63W
1828-08-01,14.619000000000002,2.0269999999999997,Cardiff,United Kingdom,52.24N,2.63W
1828-09-01,13.630999999999998,1.003,Cardiff,United Kingdom,52.24N,2.63W
1828-10-01,9.464,1.5530000000000002,Cardiff,United Kingdom,52.24N,2.63W
1828-11-01,6.92,1.73,Cardiff,United Kingdom,52.24N,2.63W
1828-12-01,6.504,2.984,Cardiff,United Kingdom,52.24N,2.63W
1829-01-01,-0.3140000000000001,1.575,Cardiff,United Kingdom,52.24N,2.63W
1829-02-01,3.671,4.083,Cardiff,United Kingdom,52.24N,2.63W
1829-03-01,4.118,1.984,Cardiff,United Kingdom,52.24N,2.63W
1829-04-01,6.19,1.775,Cardiff,United Kingdom,52.24N,2.63W
1829-05-01,12.138,4.223,Cardiff,United Kingdom,52.24N,2.63W
1829-06-01,14.545,2.7319999999999998,Cardiff,United Kingdom,52.24N,2.63W
1829-07-01,15.262,2.379,Cardiff,United Kingdom,52.24N,2.63W
1829-08-01,13.648,2.377,Cardiff,United Kingdom,52.24N,2.63W
1829-09-01,10.819,2.1959999999999997,Cardiff,United Kingdom,52.24N,2.63W
1829-10-01,7.729999999999999,2.083,Cardiff,United Kingdom,52.24N,2.63W
1829-11-01,3.997,3.248,Cardiff,United Kingdom,52.24N,2.63W
1829-12-01,0.5550000000000002,5.125,Cardiff,United Kingdom,52.24N,2.63W
1830-01-01,-0.423,3.261,Cardiff,United Kingdom,52.24N,2.63W
1830-02-01,1.878,1.156,Cardiff,United Kingdom,52.24N,2.63W
1830-03-01,7.331,0.9790000000000001,Cardiff,United Kingdom,52.24N,2.63W
1830-04-01,8.865,2.499,Cardiff,United Kingdom,52.24N,2.63W
1830-05-01,11.56,1.204,Cardiff,United Kingdom,52.24N,2.63W
1830-06-01,12.59,3.594,Cardiff,United Kingdom,52.24N,2.63W
1830-07-01,16.074,1.7619999999999998,Cardiff,United Kingdom,52.24N,2.63W
1830-08-01,14.037,4.298,Cardiff,United Kingdom,52.24N,2.63W
1830-09-01,11.466,2.9939999999999998,Cardiff,United Kingdom,52.24N,2.63W
1830-10-01,9.783,3.4739999999999998,Cardiff,United Kingdom,52.24N,2.63W
1830-11-01,6.347,1.902,Cardiff,United Kingdom,52.24N,2.63W
1830-12-01,1.5600000000000005,2.244,Cardiff,United Kingdom,52.24N,2.63W
1831-01-01,1.4809999999999999,2.9130000000000003,Cardiff,United Kingdom,52.24N,2.63W
1831-02-01,4.6419999999999995,5.8660000000000005,Cardiff,United Kingdom,52.24N,2.63W
1831-03-01,6.671,4.3260000000000005,Cardiff,United Kingdom,52.24N,2.63W
1831-04-01,8.411,1.287,Cardiff,United Kingdom,52.24N,2.63W
1831-05-01,10.849,3.853,Cardiff,United Kingdom,52.24N,2.63W
1831-06-01,14.565,2.552,Cardiff,United Kingdom,52.24N,2.63W
1831-07-01,16.320999999999998,1.462,Cardiff,United Kingdom,52.24N,2.63W
1831-08-01,16.213,1.683,Cardiff,United Kingdom,52.24N,2.63W
1831-09-01,12.777999999999999,2.319,Cardiff,United Kingdom,52.24N,2.63W
1831-10-01,11.609000000000002,1.676,Cardiff,United Kingdom,52.24N,2.63W
1831-11-01,5.2780000000000005,5.897,Cardiff,United Kingdom,52.24N,2.63W
1831-12-01,4.952,4.553999999999999,Cardiff,United Kingdom,52.24N,2.63W
1832-01-01,2.5780000000000003,2.073,Cardiff,United Kingdom,52.24N,2.63W
1832-02-01,3.095,2.432,Cardiff,United Kingdom,52.24N,2.63W
1832-03-01,5.0520000000000005,1.8880000000000001,Cardiff,United Kingdom,52.24N,2.63W
1832-04-01,7.849,3.628,Cardiff,United Kingdom,52.24N,2.63W
1832-05-01,10.477,3.153,Cardiff,United Kingdom,52.24N,2.63W
1832-06-01,14.395999999999999,2.424,Cardiff,United Kingdom,52.24N,2.63W
1832-07-01,15.64,3.011,Cardiff,United Kingdom,52.24N,2.63W
1832-08-01,15.009,2.537,Cardiff,United Kingdom,52.24N,2.63W
1832-09-01,12.898,3.248,Cardiff,United Kingdom,52.24N,2.63W
1832-10-01,9.763,2.002,Cardiff,United Kingdom,52.24N,2.63W
1832-11-01,5.42,0.6970000000000001,Cardiff,United Kingdom,52.24N,2.63W
1832-12-01,4.448,4.79,Cardiff,United Kingdom,52.24N,2.63W
1833-01-01,1.0959999999999999,3.145,Cardiff,United Kingdom,52.24N,2.63W
1833-02-01,5.1,1.7519999999999998,Cardiff,United Kingdom,52.24N,2.63W
1833-03-01,3.264,2.957,Cardiff,United Kingdom,52.24N,2.63W
1833-04-01,7.091,1.6869999999999998,Cardiff,United Kingdom,52.24N,2.63W
1833-05-01,14.212,2.46,Cardiff,United Kingdom,52.24N,2.63W
1833-06-01,14.118,2.398,Cardiff,United Kingdom,52.24N,2.63W
1833-07-01,15.69,1.892,Cardiff,United Kingdom,52.24N,2.63W
1833-08-01,14.008,2.39,Cardiff,United Kingdom,52.24N,2.63W
1833-09-01,11.550999999999998,1.089,Cardiff,United Kingdom,52.24N,2.63W
1833-10-01,9.393999999999998,1.694,Cardiff,United Kingdom,52.24N,2.63W
1833-11-01,5.899,1.317,Cardiff,United Kingdom,52.24N,2.63W
1833-12-01,5.896000000000001,2.5269999999999997,Cardiff,United Kingdom,52.24N,2.63W
1834-01-01,6.162000000000001,2.319,Cardiff,United Kingdom,52.24N,2.63W
1834-02-01,4.995,2.717,Cardiff,United Kingdom,52.24N,2.63W
1834-03-01,6.678,2.5069999999999997,Cardiff,United Kingdom,52.24N,2.63W
1834-04-01,7.237,2.9160000000000004,Cardiff,United Kingdom,52.24N,2.63W
1834-05-01,12.754000000000001,1.3769999999999998,Cardiff,United Kingdom,52.24N,2.63W
1834-06-01,14.92,3.12,Cardiff,United Kingdom,52.24N,2.63W
1834-07-01,16.932000000000002,2.3169999999999997,Cardiff,United Kingdom,52.24N,2.63W
1834-08-01,15.862,2.041,Cardiff,United Kingdom,52.24N,2.63W
1834-09-01,13.582,3.0389999999999997,Cardiff,United Kingdom,52.24N,2.63W
1834-10-01,9.829,1.565,Cardiff,United Kingdom,52.24N,2.63W
1834-11-01,6.207999999999999,2.7689999999999997,Cardiff,United Kingdom,52.24N,2.63W
1834-12-01,4.928,1.665,Cardiff,United Kingdom,52.24N,2.63W
1835-01-01,2.98,2.388,Cardiff,United Kingdom,52.24N,2.63W
1835-02-01,5.11,2.033,Cardiff,United Kingdom,52.24N,2.63W
1835-03-01,5.325,2.0269999999999997,Cardiff,United Kingdom,52.24N,2.63W
1835-04-01,7.7570000000000014,2.827,Cardiff,United Kingdom,52.24N,2.63W
1835-05-01,10.752,1.4269999999999998,Cardiff,United Kingdom,52.24N,2.63W
1835-06-01,14.35,2.287,Cardiff,United Kingdom,52.24N,2.63W
1835-07-01,16.562,2.32,Cardiff,United Kingdom,52.24N,2.63W
1835-08-01,16.325,1.9909999999999999,Cardiff,United Kingdom,52.24N,2.63W
1835-09-01,12.79,1.976,Cardiff,United Kingdom,52.24N,2.63W
1835-10-01,8.043999999999999,1.256,Cardiff,United Kingdom,52.24N,2.63W
1835-11-01,6.1370000000000005,1.272,Cardiff,United Kingdom,52.24N,2.63W
1835-12-01,2.532,1.777,Cardiff,United Kingdom,52.24N,2.63W
1836-01-01,3.1210000000000004,0.894,Cardiff,United Kingdom,52.24N,2.63W
1836-02-01,2.833,2.358,Cardiff,United Kingdom,52.24N,2.63W
1836-03-01,5.497000000000001,1.2109999999999999,Cardiff,United Kingdom,52.24N,2.63W
1836-04-01,6.4,1.319,Cardiff,United Kingdom,52.24N,2.63W
1836-05-01,10.934000000000001,1.411,Cardiff,United Kingdom,52.24N,2.63W
1836-06-01,15.007,1.495,Cardiff,United Kingdom,52.24N,2.63W
1836-07-01,15.642999999999999,1.751,Cardiff,United Kingdom,52.24N,2.63W
1836-08-01,14.767,2.115,Cardiff,United Kingdom,52.24N,2.63W
1836-09-01,11.077000000000002,2.739,Cardiff,United Kingdom,52.24N,2.63W
1836-10-01,8.078,5.649,Cardiff,United Kingdom,52.24N,2.63W
1836-11-01,4.843999999999999,2.073,Cardiff,United Kingdom,52.24N,2.63W
1836-12-01,3.4800000000000004,2.719,Cardiff,United Kingdom,52.24N,2.63W
1837-01-01,2.504,2.6689999999999996,Cardiff,United Kingdom,52.24N,2.63W
1837-02-01,4.648,1.645,Cardiff,United Kingdom,52.24N,2.63W
1837-03-01,2.039,2.099,Cardiff,United Kingdom,52.24N,2.63W
1837-04-01,4.107,1.15,Cardiff,United Kingdom,52.24N,2.63W
1837-05-01,9.29,1.739,Cardiff,United Kingdom,52.24N,2.63W
1837-06-01,15.022,2.21,Cardiff,United Kingdom,52.24N,2.63W
1837-07-01,16.874000000000002,1.084,Cardiff,United Kingdom,52.24N,2.63W
1837-08-01,15.466,1.371,Cardiff,United Kingdom,52.24N,2.63W
1837-09-01,12.177999999999999,1.273,Cardiff,United Kingdom,52.24N,2.63W
1837-10-01,9.775,2.718,Cardiff,United Kingdom,52.24N,2.63W
1837-11-01,4.849,2.677,Cardiff,United Kingdom,52.24N,2.63W
1837-12-01,4.8020000000000005,4.106,Cardiff,United Kingdom,52.24N,2.63W
1838-01-01,-1.6109999999999998,3.051,Cardiff,United Kingdom,52.24N,2.63W
1838-02-01,0.30100000000000016,1.3019999999999998,Cardiff,United Kingdom,52.24N,2.63W
1838-03-01,4.7250000000000005,1.5430000000000001,Cardiff,United Kingdom,52.24N,2.63W
1838-04-01,5.3450000000000015,1.649,Cardiff,United Kingdom,52.24N,2.63W
1838-05-01,10.309000000000001,0.9440000000000001,Cardiff,United Kingdom,52.24N,2.63W
1838-06-01,13.905999999999999,1.764,Cardiff,United Kingdom,52.24N,2.63W
1838-07-01,15.669,3.952,Cardiff,United Kingdom,52.24N,2.63W
1838-08-01,15.034,3.6,Cardiff,United Kingdom,52.24N,2.63W
1838-09-01,12.363,1.6580000000000001,Cardiff,United Kingdom,52.24N,2.63W
1838-10-01,9.057,4.129,Cardiff,United Kingdom,52.24N,2.63W
1838-11-01,4.343,2.8089999999999997,Cardiff,United Kingdom,52.24N,2.63W
1838-12-01,3.5170000000000003,2.5069999999999997,Cardiff,United Kingdom,52.24N,2.63W
1839-01-01,2.394,1.621,Cardiff,United Kingdom,52.24N,2.63W
1839-02-01,3.6860000000000004,1.5319999999999998,Cardiff,United Kingdom,52.24N,2.63W
1839-03-01,4.008,1.05,Cardiff,United Kingdom,52.24N,2.63W
1839-04-01,5.8290000000000015,1.946,Cardiff,United Kingdom,52.24N,2.63W
1839-05-01,9.795,0.757,Cardiff,United Kingdom,52.24N,2.63W
1839-06-01,13.909,1.1909999999999998,Cardiff,United Kingdom,52.24N,2.63W
1839-07-01,15.411,3.536,Cardiff,United Kingdom,52.24N,2.63W
1839-08-01,14.511,2.67,Cardiff,United Kingdom,52.24N,2.63W
1839-09-01,12.147,1.575,Cardiff,United Kingdom,52.24N,2.63W
1839-10-01,8.741,2.145,Cardiff,United Kingdom,52.24N,2.63W
1839-11-01,6.444000000000001,2.158,Cardiff,United Kingdom,52.24N,2.63W
1839-12-01,3.346,1.642,Cardiff,United Kingdom,52.24N,2.63W
1840-01-01,3.61,1.95,Cardiff,United Kingdom,52.24N,2.63W
1840-02-01,3.0010000000000003,2.3480000000000003,Cardiff,United Kingdom,52.24N,2.63W
1840-03-01,3.5610000000000004,0.679,Cardiff,United Kingdom,52.24N,2.63W
1840-04-01,9.088,2.785,Cardiff,United Kingdom,52.24N,2.63W
1840-05-01,11.236,1.536,Cardiff,United Kingdom,52.24N,2.63W
1840-06-01,14.005,1.632,Cardiff,United Kingdom,52.24N,2.63W
1840-07-01,14.422,1.646,Cardiff,United Kingdom,52.24N,2.63W
1840-08-01,15.957,1.124,Cardiff,United Kingdom,52.24N,2.63W
1840-09-01,10.95,1.876,Cardiff,United Kingdom,52.24N,2.63W
1840-10-01,7.0619999999999985,2.0580000000000003,Cardiff,United Kingdom,52.24N,2.63W
1840-11-01,5.5070000000000014,3.313,Cardiff,United Kingdom,52.24N,2.63W
1840-12-01,0.7360000000000002,1.787,Cardiff,United Kingdom,52.24N,2.63W
1841-01-01,0.6499999999999999,2.398,Cardiff,United Kingdom,52.24N,2.63W
1841-02-01,2.087,1.569,Cardiff,United Kingdom,52.24N,2.63W
1841-03-01,7.4700000000000015,3.6319999999999997,Cardiff,United Kingdom,52.24N,2.63W
1841-04-01,7.542000000000001,2.123,Cardiff,United Kingdom,52.24N,2.63W
1841-05-01,12.717,0.775,Cardiff,United Kingdom,52.24N,2.63W
1841-06-01,12.770999999999999,1.358,Cardiff,United Kingdom,52.24N,2.63W
1841-07-01,13.794,1.4369999999999998,Cardiff,United Kingdom,52.24N,2.63W
1841-08-01,14.762,1.6840000000000002,Cardiff,United Kingdom,52.24N,2.63W
1841-09-01,13.479,1.462,Cardiff,United Kingdom,52.24N,2.63W
1841-10-01,8.146999999999998,1.505,Cardiff,United Kingdom,52.24N,2.63W
1841-11-01,4.908,0.841,Cardiff,United Kingdom,52.24N,2.63W
1841-12-01,3.971,2.419,Cardiff,United Kingdom,52.24N,2.63W
1842-01-01,0.5190000000000001,1.709,Cardiff,United Kingdom,52.24N,2.63W
1842-02-01,4.078,1.5659999999999998,Cardiff,United Kingdom,52.24N,2.63W
1842-03-01,6.285,2.6,Cardiff,United Kingdom,52.24N,2.63W
1842-04-01,7.087999999999999,1.808,Cardiff,United Kingdom,52.24N,2.63W
1842-05-01,11.265,1.192,Cardiff,United Kingdom,52.24N,2.63W
1842-06-01,15.619000000000002,0.885,Cardiff,United Kingdom,52.24N,2.63W
1842-07-01,14.83,1.5330000000000001,Cardiff,United Kingdom,52.24N,2.63W
1842-08-01,17.000999999999998,1.5919999999999999,Cardiff,United Kingdom,52.24N,2.63W
1842-09-01,12.753,1.365,Cardiff,United Kingdom,52.24N,2.63W
1842-10-01,6.7879999999999985,1.14,Cardiff,United Kingdom,52.24N,2.63W
1842-11-01,5.099,1.919,Cardiff,United Kingdom,52.24N,2.63W
1842-12-01,6.292999999999999,1.71,Cardiff,United Kingdom,52.24N,2.63W
1843-01-01,3.89,1.545,Cardiff,United Kingdom,52.24N,2.63W
1843-02-01,1.755,1.726,Cardiff,United Kingdom,52.24N,2.63W
1843-03-01,5.662999999999999,1.608,Cardiff,United Kingdom,52.24N,2.63W
1843-04-01,7.866,1.459,Cardiff,United Kingdom,52.24N,2.63W
1843-05-01,10.092,1.291,Cardiff,United Kingdom,52.24N,2.63W
1843-06-01,12.55,1.757,Cardiff,United Kingdom,52.24N,2.63W
1843-07-01,15.091,1.058,Cardiff,United Kingdom,52.24N,2.63W
1843-08-01,15.422,1.963,Cardiff,United Kingdom,52.24N,2.63W
1843-09-01,14.235,0.578,Cardiff,United Kingdom,52.24N,2.63W
1843-10-01,7.818999999999999,1.479,Cardiff,United Kingdom,52.24N,2.63W
1843-11-01,5.682,0.535,Cardiff,United Kingdom,52.24N,2.63W
1843-12-01,6.505000000000001,3.0260000000000002,Cardiff,United Kingdom,52.24N,2.63W
1844-01-01,3.502,0.871,Cardiff,United Kingdom,52.24N,2.63W
1844-02-01,1.8019999999999998,1.375,Cardiff,United Kingdom,52.24N,2.63W
1844-03-01,4.909,2.119,Cardiff,United Kingdom,52.24N,2.63W
1844-04-01,9.783999999999999,1.485,Cardiff,United Kingdom,52.24N,2.63W
1844-05-01,10.752,0.9540000000000001,Cardiff,United Kingdom,52.24N,2.63W
1844-06-01,14.565999999999999,0.779,Cardiff,United Kingdom,52.24N,2.63W
1844-07-01,15.38,0.922,Cardiff,United Kingdom,52.24N,2.63W
1844-08-01,13.517999999999999,2.812,Cardiff,United Kingdom,52.24N,2.63W
1844-09-01,12.86,0.711,Cardiff,United Kingdom,52.24N,2.63W
1844-10-01,8.607999999999999,0.6709999999999999,Cardiff,United Kingdom,52.24N,2.63W
1844-11-01,6.058000000000002,0.924,Cardiff,United Kingdom,52.24N,2.63W
1844-12-01,0.3720000000000003,1.28,Cardiff,United Kingdom,52.24N,2.63W
1845-01-01,3.029,1.636,Cardiff,United Kingdom,52.24N,2.63W
1845-02-01,0.835,3.5789999999999997,Cardiff,United Kingdom,52.24N,2.63W
1845-03-01,1.9160000000000004,0.632,Cardiff,United Kingdom,52.24N,2.63W
1845-04-01,7.9079999999999995,1.577,Cardiff,United Kingdom,52.24N,2.63W
1845-05-01,9.352,1.626,Cardiff,United Kingdom,52.24N,2.63W
1845-06-01,14.831,1.4609999999999999,Cardiff,United Kingdom,52.24N,2.63W
1845-07-01,14.485999999999999,1.4969999999999999,Cardiff,United Kingdom,52.24N,2.63W
1845-08-01,13.495,0.983,Cardiff,United Kingdom,52.24N,2.63W
1845-09-01,11.413,1.272,Cardiff,United Kingdom,52.24N,2.63W
1845-10-01,9.081,1.224,Cardiff,United Kingdom,52.24N,2.63W
1845-11-01,6.495,1.199,Cardiff,United Kingdom,52.24N,2.63W
1845-12-01,4.15,2.403,Cardiff,United Kingdom,52.24N,2.63W
1846-01-01,5.738,1.984,Cardiff,United Kingdom,52.24N,2.63W
1846-02-01,6.202000000000001,1.393,Cardiff,United Kingdom,52.24N,2.63W
1846-03-01,6.04,1.676,Cardiff,United Kingdom,52.24N,2.63W
1846-04-01,7.581,1.416,Cardiff,United Kingdom,52.24N,2.63W
1846-05-01,12.157,1.516,Cardiff,United Kingdom,52.24N,2.63W
1846-06-01,17.648,1.895,Cardiff,United Kingdom,52.24N,2.63W
1846-07-01,16.879,2.343,Cardiff,United Kingdom,52.24N,2.63W
1846-08-01,16.329,2.218,Cardiff,United Kingdom,52.24N,2.63W
1846-09-01,14.616,1.765,Cardiff,United Kingdom,52.24N,2.63W
1846-10-01,9.132,1.392,Cardiff,United Kingdom,52.24N,2.63W
1846-11-01,6.4479999999999995,1.722,Cardiff,United Kingdom,52.24N,2.63W
1846-12-01,0.07399999999999984,0.6829999999999999,Cardiff,United Kingdom,52.24N,2.63W
1847-01-01,1.785,5.93,Cardiff,United Kingdom,52.24N,2.63W
1847-02-01,1.847,0.9590000000000001,Cardiff,United Kingdom,52.24N,2.63W
1847-03-01,5.098,2.576,Cardiff,United Kingdom,52.24N,2.63W
1847-04-01,6.343,1.123,Cardiff,United Kingdom,52.24N,2.63W
1847-05-01,12.269,1.023,Cardiff,United Kingdom,52.24N,2.63W
1847-06-01,13.554,1.642,Cardiff,United Kingdom,52.24N,2.63W
1847-07-01,17.399,1.4709999999999999,Cardiff,United Kingdom,52.24N,2.63W
1847-08-01,15.33,1.33,Cardiff,United Kingdom,52.24N,2.63W
1847-09-01,11.219,0.983,Cardiff,United Kingdom,52.24N,2.63W
1847-10-01,10.048,0.892,Cardiff,United Kingdom,52.24N,2.63W
1847-11-01,7.419,0.812,Cardiff,United Kingdom,52.24N,2.63W
